📺英国频道,#genre#
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=a5721d1b827b5abda39797171e2c1a53&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
辽宁卫视,http://207.56.13.146:81/cdnlive/lnws.m3u8
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=e5e8827bbbb6fed082b85a0b9970586b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=08d72c3923d4678347468aefd5ed9877&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=3178da013d951c658209016c1fb875ad&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
湖北卫视,http://207.56.13.146:81/cdnlive/hbws.m3u8
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=c8e847a8745033edc0153656ddc62c47&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=b3bc55706bd074b608a3b955fbffea4b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=b8d44e8c47f0c0688b1e68b8e2c00b91&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
广西卫视,http://207.56.13.146:81/cdnlive/gxws.m3u8
天津卫视,https://live.264788.xyz/channel/tianjinweishi?streamid=d30a60392735d9a6ff2b72630d81c5d6&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
天津卫视,https://live.264788.xyz/channel/tianjinweishi?streamid=9a2e438e8938d4af21d3f6ba831dd719&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
天津卫视,http://207.56.13.146:81/cdnlive/tjws.m3u8
四川卫视,https://live.264788.xyz/channel/sichuanweishi?streamid=db19730d20622f8801f0b4e9ece132ac&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
四川卫视,https://live.264788.xyz/channel/sichuanweishi?streamid=4e78b35cb55092e088d2e3abd2992b00&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
四川卫视,https://live.264788.xyz/channel/sichuanweishi?streamid=ee4e9252618099b2505fd3875394a5ba&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
四川卫视,https://live.264788.xyz/channel/sichuanweishi4k?streamid=401bf692a1a8b91298f26077d53316d6&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
四川卫视,http://207.56.13.146:81/cdnlive/scws.m3u8
陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=dcafcf65d544d8a7b606c454d3f8ef47&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=5f9339264c2e80b84332f176b74b1da5&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
陕西卫视,http://207.56.13.146:81/cdnlive/snws.m3u8
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=7ac1647173cac04556dbb3d5dd784331&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=413b61f1d39c255162de35c161674037&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=885a6a474f57bcf0bf6641441080e3d4&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东南卫视,http://207.56.13.146:81/cdnlive/dnws.m3u8
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=22a384055e4a94909e17012c852ac26d&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=d80f78b33df0a139d4d22b44e645b9e8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=ca8d591103c2814acc3d0a2fb10bdbd6&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
海南卫视,http://207.56.13.146:81/cdnlive/lyws.m3u8
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=b08cc070cd8613ccaf17654f60883da8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=dcdac731c38e259d3931e4f3127849c4&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=ffc9cbdd1791aa15a6321452d620baff&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河南卫视,http://207.56.13.146:81/cdnlive/haws.m3u8
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=c623903495968308e1bd87ec273e46d2&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=e664e97bdd2913ff29e71a8924b02712&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=dc05a5197d73d3781c8d021d081f03ac&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
河北卫视,http://207.56.13.146:81/cdnlive/hews.m3u8
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=091bd59ea031989839c23459bb8cc9d4&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=c2c82d250bd1aa9e46b789794bb578cf&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=7a7c8f5c962cd93365273e438a14c334&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
贵州卫视,http://207.56.13.146:81/cdnlive/gzws.m3u8
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=466083ee6981dccb38d23b5556b27f6e&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=ea89500213860e097dbc0aee4897a35e&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=7e5725bd0fd11e1838df3be9dcf1ecc9&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
甘肃卫视,http://207.56.13.146:81/cdnlive/gsws.m3u8
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=d8fdbae386f631fab5659391da113957&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
山西卫视,http://iptv.4666888.xyz/iptv2A.php?id=16
山西卫视,http://207.56.13.146:81/cdnlive/sxws.m3u8
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=cce563243c4c636de8d299236b553274&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=1b2952717a920173e66d4a348f9dcb5c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
宁夏卫视,http://207.56.13.146:81/cdnlive/nxws.m3u8
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=50d587b08d9d6f642ec88593ebd51361&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=85b9865e25848d8a9860542c89e5c810&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
内蒙古卫视,http://207.56.13.146:81/cdnlive/nmgws.m3u8
云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=22491d4d9e9620540ee58218ee249b35&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=76ef482fc0c398954c105fa4a73b21f2&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=fe7f665eb83ec0b1eebd4120b1a74d77&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
云南卫视,http://207.56.13.146:81/cdnlive/ynws.m3u8
青海卫视,https://live.264788.xyz/channel/qinghaiweishi?streamid=dcc88f36445dfbc894756be122a0bb9b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
青海卫视,https://live.264788.xyz/channel/qinghaiweishi?streamid=dc714dc6b6f61be169ea786a2dd7572d&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
青海卫视,https://live.264788.xyz/channel/qinghaiweishi?streamid=2e47f290dfc5832de1553e7b3710d702&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
青海卫视,http://iptv.4666888.xyz/iptv2A.php?id=17
青海卫视,http://207.56.13.146:81/cdnlive/qhws.m3u8
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=9e03d442683b7ecf5b887926d8068438&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=70e7900a371f6cb721786924bfba0418&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=5bc0f34437d76466e8ce387d3b8debbd&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
黑龙江卫视,http://207.56.13.146:81/cdnlive/hljws.m3u8
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=4a6eec625aac2ea37719b063f81d43b8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=fbf14331a3f027fec6c17914e6f6a8ee&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=2edc93d44f6405ce3dc9d315ba6b4e5b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
江西卫视,http://207.56.13.146:81/cdnlive/jxws.m3u8
吉林卫视,https://live.264788.xyz/channel/jilinweishi?streamid=a5e656c3fae17a05d1371c0e32cfbc77&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
吉林卫视,https://live.264788.xyz/channel/jilinweishi?streamid=3a5e52dadf63aa29839e641b0a25a563&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
吉林卫视,http://207.56.13.146:81/cdnlive/jlws.m3u8
海峡卫视,https://live.264788.xyz/channel/haixiaweishi?streamid=f495ed8625aedd9e72c64fb11e6d68f2&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
海峡卫视,https://cdn10.163189.xyz/163189/hxws/
海峡卫视,https://cdn16.163189.xyz/163189/hxws
兵团卫视,https://live.264788.xyz/channel/bingtuanweishi?streamid=b9dcd906150192bdf76f447df83f8033&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
兵团卫视,https://live.264788.xyz/channel/bingtuanweishi?streamid=e2ea229f09d39d7028c61aeb4f6bab56&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=d0a3642d102c45219333005531a2fc94&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=2908f08b5a176330d190b7343b1bb17d&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=b1074802469551526bb63c33e26c400c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=7df93c0d83ffb23588b9a8ed75bcf602&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
西藏卫视,http://207.56.13.146:81/cdnlive/xzws.m3u8
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=4f481f56ae39ce5d24203471de9df635&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=2b66bbca8d66afc1d8014d7fa046a55e&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
新疆卫视,http://207.56.13.146:81/cdnlive/xjws.m3u8

☘️上海频道,#genre#
上海教育,https://live.264788.xyz/channel/shanghaijiaoyu?streamid=23a01b2c8e8e22aa3bb7b227a129e2c4&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海教育,https://live.264788.xyz/channel/shanghaijiaoyu?streamid=8d167a5b0fdf668c0f442e838db5e410&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海新闻综合,https://live.264788.xyz/channel/shanghaixinwenzonghe?streamid=b42305d47a7ea7de356f6b9953dd63fb&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海新闻综合,https://live.264788.xyz/channel/shanghaixinwenzonghe?streamid=a064629942f561cf9f5a930648802197&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海第一财经,https://live.264788.xyz/channel/diyicaijing?streamid=3c6cb6f00aa32febab803c0b2304d5d0&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海第一财经,https://live.264788.xyz/channel/diyicaijing?streamid=c8db609722f9ed252559f883cc079200&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海都市,https://live.264788.xyz/channel/dushijuchang?streamid=fd36352c039198fe0978687774e97e59&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海都市,https://live.264788.xyz/channel/dushijuchang?streamid=aa27adea6b26826f34c83402fb0465ca&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海都市,https://live.264788.xyz/channel/shanghaidushi?streamid=66feaac0153fda6d6dce43f793c0ae59&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
上海都市,https://live.264788.xyz/channel/shanghaidushi?streamid=d6aa1eedf2ffc5a88ee19737d90c28c6&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东方影视,https://live.264788.xyz/channel/dongfangyingshi?streamid=0995015e995fbffe5924ab43ff48f40f&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东方影视,https://live.264788.xyz/channel/dongfangyingshi?streamid=c016ecf40cfad98bdb2f24dae2067863&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
东方财经,https://live.264788.xyz/channel/dongfangcaijing?streamid=a031f2386ada4bc1264edce79c80dd18&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
法治天地,https://live.264788.xyz/channel/fazhitiandi?streamid=fe165cb56510151228c7f1f898f9cc2d&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
法治天地,https://live.264788.xyz/channel/fazhitiandi?streamid=0039922a529780d5b2709e5ccd146683&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
生活时尚,https://live.264788.xyz/channel/shenghuoshishang?streamid=cb8f820b65576198b4e792f919fe8a43&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
生活时尚,https://live.264788.xyz/channel/shenghuoshishang?streamid=b8d540e24d2545bc5082dcf7414eb836&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
都市剧场,https://live.264788.xyz/channel/dushijuchang?streamid=fd36352c039198fe0978687774e97e59&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
都市剧场,https://live.264788.xyz/channel/dushijuchang?streamid=aa27adea6b26826f34c83402fb0465ca&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
都市剧场,https://live.264788.xyz/channel/shanghaidushi?streamid=66feaac0153fda6d6dce43f793c0ae59&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
都市剧场,https://live.264788.xyz/channel/shanghaidushi?streamid=d6aa1eedf2ffc5a88ee19737d90c28c6&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

☘️广东频道,#genre#
广东珠江,http://iptv.4666888.xyz/iptv2A.php?id=19
广东珠江,https://cdn2.163189.xyz/163189/gdzj
广州综合,https://cdn16.163189.xyz/163189/gzzh
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&%3BtxSecret=7e4590b2320037d7ce49ce9eac2dd6c0
广州新闻,https://cdn16.163189.xyz/163189/gzxw
广州影视,http://r.jdshipin.com/sFw4S
广州南国都市,https://cdn15.163189.xyz/163189/ngds

☘️浙江频道,#genre#
浙江公共新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
之江纪录,http://ali-xwl.cztv.com/live/channel121080Pnew.m3u8

☘️江苏频道,#genre#
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8

☘️安徽频道,#genre#

☘️北京频道,#genre#

☘️山东频道,#genre#

☘️重庆频道,#genre#

☘️辽宁频道,#genre#

☘️湖南频道,#genre#
湖南金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=b33f7690b2ce36708f54588c53a20742&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
湖南金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=3680a1c0ad58417e29641bb984685a5b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

☘️湖北频道,#genre#

☘️广西频道,#genre#
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8

☘️天津频道,#genre#

☘️四川频道,#genre#

☘️陕西频道,#genre#

☘️福建频道,#genre#
厦门卫视,https://live.264788.xyz/channel/xiamenweishi?streamid=59b4bebbc553075be2ddecfe210b863a&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建文体,https://live.264788.xyz/channel/fujianwenti?streamid=6374cbc5f2d95cc57cd0e9ef03792b12&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建新闻,https://live.264788.xyz/channel/fujianxinwen?streamid=3c0a220a2e444b45de5dbc40f99aa11b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建电视剧,https://live.264788.xyz/channel/fujiandianshiju?streamid=c26b66c59ee4773061c78154e5877244&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建综合,https://live.264788.xyz/channel/fujianzonghe?streamid=6464f306ec4c0acd88d9a698fc2d699e&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=8f26765ebf367079cef58c6b7752da1e&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
福建少儿,https://live.264788.xyz/channel/fujianshaoer?streamid=e835a9456b847a72e1a0b8d64b585300&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

☘️海南频道,#genre#

☘️河南频道,#genre#

☘️河北频道,#genre#
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8

☘️贵州频道,#genre#

☘️甘肃频道,#genre#

☘️新疆频道,#genre#

☘️山西频道,#genre#

☘️宁夏频道,#genre#
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8

☘️吉林频道,#genre#
延边卫视,https://live.264788.xyz/channel/yanbianweishi?streamid=2af361ac8ba5e870d104cc59390cf845&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

☘️内蒙古频道,#genre#

☘️云南频道,#genre#
云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8

☘️青海频道,#genre#

☘️黑龙江频道,#genre#

🎬电影频道,#genre#
CHC 家庭影院,https://live.264788.xyz/channel/chcjiatingyingyuan?streamid=136f530a61d26dc0f670f39f05291586&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
CHC 影迷电影,https://live.264788.xyz/channel/chcyingmidianying?streamid=af62547c4c8be0ef4a658f4b4853388f&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
CHC 动作电影,https://live.264788.xyz/channel/chcdongzuodianying?streamid=87c13b6e841ed5039d4c2ce8f266f9ef&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
重温经典,https://cdn6.163189.xyz/163189/cwjd
重温经典,https://cdn16.163189.xyz/163189/cwjd
重温经典,http://cdn6.163189.xyz/163189/cwjd
天映经典,https://cdn10.163189.xyz/163189/ccm/
天映经典,https://o11.163189.xyz/stream/live/ccm/
东森电影,https://smt.1678520.xyz/163189/dsdy
东森洋片,https://smt.1678520.xyz/163189/dsyp
东森超视,rtmp://f13h.mine.nu/sat/tv331
影迷数位电影台,https://cdn12.178.indevs.in/163189/ymswdyt
amc电影台,https://cdn12.178.indevs.in/163189/amc
靖天电影台,https://cdn12.178.indevs.in/163189/jtdy
靖天映画,https://cdn12.178.indevs.in/163189/jtyh
采昌影剧台,https://cdn12.178.indevs.in/163189/ccyj
龙华电影台,http://iptv.4666888.xyz/iptv2A.php?id=45
龙华电影台,https://cdn8.163189.xyz/163189/lhdy
龙华日韩台,https://cdn8.163189.xyz/163189/lhrh
龙华日韩台,http://cdn8.163189.xyz/163189/lhrh
CinemaWorld,https://cdn12.178.indevs.in/163189/cinemaworld
CM+,https://o11.163189.xyz/stream/live/aod/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
Astro 欢喜,https://o11.163189.xyz/stream/live/hxt/
Astro iQIYI,http://iptv.4666888.xyz/iptv2A.php?id=21
Astro iQIYI,https://o11.163189.xyz/stream/live/iqiyi/
TVB亚洲武侠,https://cdn6.163189.xyz/163189/yzwx
公视戏剧,https://cdn12.178.indevs.in/163189/gsxj
靖洋戏剧台,https://cdn12.178.indevs.in/163189/jyxj
靖天戏剧台,https://cdn12.178.indevs.in/163189/jtxj
龙华偶像台,https://cdn8.163189.xyz/163189/lhox
龙华偶像台,http://cdn8.163189.xyz/163189/lhox
龙华经典台,https://cdn8.163189.xyz/163189/lhjd
24 Hour Free Movies,https://d1b5mlajbmvkjv.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/UDU-DistroTV/145.m3u8?ads.vf=7FhdsxqVxOi

🏀体育频道,#genre#
CCTV-5+,https://live.264788.xyz/channel/cctv5p?streamid=98657a78f17179c4239d0009df18455c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
CCTV-5+,https://php.jdshipin.com/TVOD/iptv.php?id=cctv5p
CCTV-5+,https://cdn16.163189.xyz/163189/cctv5p-2
广东体育,https://cdn2.163189.xyz/163189/gdty
纬来体育,rtmp://f13h.mine.nu/sat/tv721
五星体育,https://live.264788.xyz/channel/wuxingtiyu?streamid=5d17da390f8e4805aae4a71868d4ef6c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
五星体育,https://live.264788.xyz/channel/wuxingtiyu?streamid=574ea4050333d6418edfd71d0df52f43&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
五星体育,https://cdn15.163189.xyz/163189/wxty
体育赛事,http://207.56.13.146:81/cdnlive/cctv5p.m3u8
福建体育,https://live.264788.xyz/channel/fujianwenti?streamid=6374cbc5f2d95cc57cd0e9ef03792b12&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
TNT SPORTS 1,http://iptv.4666888.xyz/iptv2A.php?id=3
风云足球,https://live.264788.xyz/channel/fengyunzuqiu?streamid=927ac8a2bbea16a44fbdc8cd59deabc8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
快乐垂钓,https://live.264788.xyz/channel/kuailechuidiao?streamid=6a60d1c6862ba21566324b885fedcccb&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

📺教育频道,#genre#
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49

🪁动画频道,#genre#
动漫秀场,https://live.264788.xyz/channel/dongmanxiuchang?streamid=a928725eedc3bcd4c7b321edbf6bdac7&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
动漫秀场,https://live.264788.xyz/channel/dongmanxiuchang?streamid=03e61bd70c969d8c285a59c0b6dbab87&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
哈哈炫动,https://live.264788.xyz/channel/hahaxuandong?streamid=a6d62b84ef0ba02ea4216286b3e49b2c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
哈哈炫动,https://live.264788.xyz/channel/hahaxuandong?streamid=0dcc11256eb6013f27057b21e14e5cc2&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
CN卡通,http://23.237.104.106:8080/USA_CARTOON_NETWORK/tracks-v1a1/mono.m3u8
金鹰卡通,https://live.264788.xyz/channel/jinyingkatong?streamid=6bd8e7571b60048f177f05de68f25f68&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
金鹰卡通,https://live.264788.xyz/channel/jinyingkatong?streamid=7ef6d435b0f2d9b2c0873eb1b403436f&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
金鹰卡通,https://live.264788.xyz/channel/jinyingkatong?streamid=df19588f986fb1a623be21b3582008fe&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
